224,3,7,96,2,111,12321,96,147
55,96,1,16,1,55,3025,16,96
55,16,1,64,1,55,3025,64,16
55,16,3,64,1,55,3025,64,144
55,128,1,16,1,55,3025,16,128
55,16,1,64,1,55,3025,64,16
55,16,3,64,1,55,3025,64,144
55,128,1,32,1,55,3025,32,128
55,32,1,128,1,55,3025,128,32
55,32,3,128,1,55,3025,128,288
27,256,1,32,1,27,729,32,256
27,32,1,128,1,27,729,128,32
27,32,3,128,1,27,729,128,288
27,256,1,48,1,27,729,48,256
27,48,1,192,1,27,729,192,48
27,48,3,192,1,27,729,192,432
27,384,1,48,1,27,729,48,384
27,48,1,192,1,27,729,192,48
27,48,3,192,1,27,729,192,432
27,384,1,64,1,27,729,64,384
27,64,1,256,1,27,729,256,64
27,64,3,256,1,27,729,256,576
13,512,1,64,1,13,169,64,512
13,64,1,256,1,13,169,256,64
13,64,3,256,1,13,169,256,576
13,512,1,1000,1,13,169,1000,512